
Area
 ==================== 
Area,Unit,Category,Time,ID,
99.414,um^2,Surface,1,238,
116.018,um^2,Surface,1,239,
300.924,um^2,Surface,1,240,
75.3317,um^2,Surface,1,241,
98.3576,um^2,Surface,1,242,
118.094,um^2,Surface,1,243,
117.138,um^2,Surface,1,244,
227.605,um^2,Surface,1,245,
118.216,um^2,Surface,1,246,
52.9284,um^2,Surface,1,247,
218.679,um^2,Surface,1,248,
114.963,um^2,Surface,1,249,
115.588,um^2,Surface,1,250,
199.396,um^2,Surface,1,251,
200.405,um^2,Surface,1,252,
250.632,um^2,Surface,1,253,
172.835,um^2,Surface,1,254,
94.1807,um^2,Surface,1,255,
166.111,um^2,Surface,1,256,
54.4605,um^2,Surface,1,257,
339.023,um^2,Surface,1,258,
53.7345,um^2,Surface,1,259,
395.089,um^2,Surface,1,260,
108.986,um^2,Surface,1,261,
134.344,um^2,Surface,1,262,
196.56,um^2,Surface,1,263,
138.972,um^2,Surface,1,264,
108.759,um^2,Surface,1,265,
68.5239,um^2,Surface,1,266,
546.728,um^2,Surface,1,267,
148.945,um^2,Surface,1,268,
289.503,um^2,Surface,1,269,
230.992,um^2,Surface,1,270,
223.855,um^2,Surface,1,271,
113.024,um^2,Surface,1,272,
96.0203,um^2,Surface,1,273,
126.523,um^2,Surface,1,274,
72.3099,um^2,Surface,1,275,
242.409,um^2,Surface,1,276,
96.0338,um^2,Surface,1,277,
374.2,um^2,Surface,1,278,
148.621,um^2,Surface,1,279,
84.5653,um^2,Surface,1,280,
156.685,um^2,Surface,1,281,
115.226,um^2,Surface,1,282,
118.721,um^2,Surface,1,283,
252.72,um^2,Surface,1,284,
156.563,um^2,Surface,1,285,
110.75,um^2,Surface,1,286,
74.4007,um^2,Surface,1,287,
141.666,um^2,Surface,1,288,
98.4221,um^2,Surface,1,289,
198.036,um^2,Surface,1,290,
153.162,um^2,Surface,1,291,
241.758,um^2,Surface,1,292,
88.2657,um^2,Surface,1,293,
230.473,um^2,Surface,1,294,
153.906,um^2,Surface,1,295,
109.868,um^2,Surface,1,296,
136.483,um^2,Surface,1,297,
55.6577,um^2,Surface,1,298,
89.5197,um^2,Surface,1,299,
113.692,um^2,Surface,1,300,
246.442,um^2,Surface,1,301,
60.1986,um^2,Surface,1,302,
341.591,um^2,Surface,1,303,
110.175,um^2,Surface,1,304,
353.392,um^2,Surface,1,305,
77.0033,um^2,Surface,1,306,
105.053,um^2,Surface,1,307,
226.663,um^2,Surface,1,308,
72.4012,um^2,Surface,1,309,
98.594,um^2,Surface,1,310,
354.503,um^2,Surface,1,311,
349.588,um^2,Surface,1,312,
59.6978,um^2,Surface,1,313,
267.264,um^2,Surface,1,314,
98.0702,um^2,Surface,1,315,
124.231,um^2,Surface,1,316,
163.112,um^2,Surface,1,317,
311.05,um^2,Surface,1,318,
103.628,um^2,Surface,1,319,
81.0258,um^2,Surface,1,320,
69.3071,um^2,Surface,1,321,
84.4906,um^2,Surface,1,322,
171.062,um^2,Surface,1,323,
190.635,um^2,Surface,1,324,
120.54,um^2,Surface,1,325,
115.308,um^2,Surface,1,326,
280.186,um^2,Surface,1,327,
