
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
54.054,,Surface,1,Image 1,1,238,
45.088,,Surface,1,Image 1,1,239,
46.04,,Surface,1,Image 1,1,240,
37.014,,Surface,1,Image 1,1,241,
32.44,,Surface,1,Image 1,1,242,
40.016,,Surface,1,Image 1,1,243,
33.525,,Surface,1,Image 1,1,244,
47.008,,Surface,1,Image 1,1,245,
35.944,,Surface,1,Image 1,1,246,
34.04,,Surface,1,Image 1,1,247,
27,,Surface,1,Image 1,1,248,
45,,Surface,1,Image 1,1,249,
30.024,,Surface,1,Image 1,1,250,
48.984,,Surface,1,Image 1,1,251,
40.076,,Surface,1,Image 1,1,252,
46.064,,Surface,1,Image 1,1,253,
49.56,,Surface,1,Image 1,1,254,
43.032,,Surface,1,Image 1,1,255,
35.984,,Surface,1,Image 1,1,256,
52.04,,Surface,1,Image 1,1,257,
35.016,,Surface,1,Image 1,1,258,
34.064,,Surface,1,Image 1,1,259,
40,,Surface,1,Image 1,1,260,
33.944,,Surface,1,Image 1,1,261,
40.04,,Surface,1,Image 1,1,262,
54.004,,Surface,1,Image 1,1,263,
47.024,,Surface,1,Image 1,1,264,
30.956,,Surface,1,Image 1,1,265,
65.08,,Surface,1,Image 1,1,266,
35.96,,Surface,1,Image 1,1,267,
32.984,,Surface,1,Image 1,1,268,
52.048,,Surface,1,Image 1,1,269,
37.98,,Surface,1,Image 1,1,270,
40.048,,Surface,1,Image 1,1,271,
32.96,,Surface,1,Image 1,1,272,
38.992,,Surface,1,Image 1,1,273,
38.04,,Surface,1,Image 1,1,274,
39.032,,Surface,1,Image 1,1,275,
53.112,,Surface,1,Image 1,1,276,
40.96,,Surface,1,Image 1,1,277,
35.056,,Surface,1,Image 1,1,278,
43,,Surface,1,Image 1,1,279,
38.024,,Surface,1,Image 1,1,280,
51.022,,Surface,1,Image 1,1,281,
38.5,,Surface,1,Image 1,1,282,
36.464,,Surface,1,Image 1,1,283,
38.032,,Surface,1,Image 1,1,284,
35.04,,Surface,1,Image 1,1,285,
41.104,,Surface,1,Image 1,1,286,
40,,Surface,1,Image 1,1,287,
37,,Surface,1,Image 1,1,288,
33.968,,Surface,1,Image 1,1,289,
36.024,,Surface,1,Image 1,1,290,
34.968,,Surface,1,Image 1,1,291,
48.02,,Surface,1,Image 1,1,292,
36.032,,Surface,1,Image 1,1,293,
47.992,,Surface,1,Image 1,1,294,
36.048,,Surface,1,Image 1,1,295,
35.048,,Surface,1,Image 1,1,296,
33.04,,Surface,1,Image 1,1,297,
42.04,,Surface,1,Image 1,1,298,
42.456,,Surface,1,Image 1,1,299,
33.008,,Surface,1,Image 1,1,300,
49.944,,Surface,1,Image 1,1,301,
34.972,,Surface,1,Image 1,1,302,
48.072,,Surface,1,Image 1,1,303,
37.032,,Surface,1,Image 1,1,304,
36,,Surface,1,Image 1,1,305,
34,,Surface,1,Image 1,1,306,
35.028,,Surface,1,Image 1,1,307,
38.08,,Surface,1,Image 1,1,308,
30.048,,Surface,1,Image 1,1,309,
37.496,,Surface,1,Image 1,1,310,
43.96,,Surface,1,Image 1,1,311,
45,,Surface,1,Image 1,1,312,
45.98,,Surface,1,Image 1,1,313,
39.96,,Surface,1,Image 1,1,314,
35.496,,Surface,1,Image 1,1,315,
36.02,,Surface,1,Image 1,1,316,
36.992,,Surface,1,Image 1,1,317,
32.98,,Surface,1,Image 1,1,318,
36.02,,Surface,1,Image 1,1,319,
32.025,,Surface,1,Image 1,1,320,
36.496,,Surface,1,Image 1,1,321,
43.04,,Surface,1,Image 1,1,322,
36.968,,Surface,1,Image 1,1,323,
43,,Surface,1,Image 1,1,324,
48.024,,Surface,1,Image 1,1,325,
31.968,,Surface,1,Image 1,1,326,
59.016,,Surface,1,Image 1,1,327,
35.976,,Surface,1,Image 1,1,328,
41.08,,Surface,1,Image 1,1,329,
42.968,,Surface,1,Image 1,1,330,
42.08,,Surface,1,Image 1,1,331,
37.034,,Surface,1,Image 1,1,332,
41.532,,Surface,1,Image 1,1,333,
37.04,,Surface,1,Image 1,1,334,
45.08,,Surface,1,Image 1,1,335,
47.128,,Surface,1,Image 1,1,336,
47.456,,Surface,1,Image 1,1,337,
34.992,,Surface,1,Image 1,1,338,
37.944,,Surface,1,Image 1,1,339,
35.04,,Surface,1,Image 1,1,340,
38.016,,Surface,1,Image 1,1,341,
37,,Surface,1,Image 1,1,342,
45.576,,Surface,1,Image 1,1,343,
38.032,,Surface,1,Image 1,1,344,
41.2,,Surface,1,Image 1,1,345,
54.072,,Surface,1,Image 1,1,346,
45,,Surface,1,Image 1,1,347,
43.056,,Surface,1,Image 1,1,348,
44.004,,Surface,1,Image 1,1,349,
42.96,,Surface,1,Image 1,1,350,
33.016,,Surface,1,Image 1,1,351,
36.98,,Surface,1,Image 1,1,352,
35.968,,Surface,1,Image 1,1,353,
33.016,,Surface,1,Image 1,1,354,
40.008,,Surface,1,Image 1,1,355,
33.08,,Surface,1,Image 1,1,356,
58.016,,Surface,1,Image 1,1,357,
37.972,,Surface,1,Image 1,1,358,
40.008,,Surface,1,Image 1,1,359,
35.016,,Surface,1,Image 1,1,360,
32.984,,Surface,1,Image 1,1,361,
43.048,,Surface,1,Image 1,1,362,
43.96,,Surface,1,Image 1,1,363,
40.032,,Surface,1,Image 1,1,364,
39.976,,Surface,1,Image 1,1,365,
38,,Surface,1,Image 1,1,366,
55.512,,Surface,1,Image 1,1,367,
34.968,,Surface,1,Image 1,1,368,
32.992,,Surface,1,Image 1,1,369,
56,,Surface,1,Image 1,1,370,
52.072,,Surface,1,Image 1,1,371,
38.476,,Surface,1,Image 1,1,372,
63.552,,Surface,1,Image 1,1,373,
57.488,,Surface,1,Image 1,1,374,
51.552,,Surface,1,Image 1,1,375,
48.936,,Surface,1,Image 1,1,376,
39,,Surface,1,Image 1,1,377,
36.936,,Surface,1,Image 1,1,378,
