
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
116,,Surface,5,Image 1,1,238,
107.01,,Surface,5,Image 1,1,239,
93.512,,Surface,5,Image 1,1,240,
89.03,,Surface,5,Image 1,1,241,
103.99,,Surface,5,Image 1,1,242,
96.976,,Surface,5,Image 1,1,243,
89.96,,Surface,5,Image 1,1,244,
90,,Surface,5,Image 1,1,245,
88.01,,Surface,5,Image 1,1,246,
95.008,,Surface,5,Image 1,1,247,
95.496,,Surface,5,Image 1,1,248,
95.016,,Surface,5,Image 1,1,249,
97.036,,Surface,5,Image 1,1,250,
95.96,,Surface,5,Image 1,1,251,
104.016,,Surface,5,Image 1,1,252,
108,,Surface,5,Image 1,1,253,
111.016,,Surface,5,Image 1,1,254,
100.024,,Surface,5,Image 1,1,255,
93.021,,Surface,5,Image 1,1,256,
95.496,,Surface,5,Image 1,1,257,
100.05,,Surface,5,Image 1,1,258,
88.525,,Surface,5,Image 1,1,259,
96,,Surface,5,Image 1,1,260,
96.52,,Surface,5,Image 1,1,261,
87.016,,Surface,5,Image 1,1,262,
92.05,,Surface,5,Image 1,1,263,
98.456,,Surface,5,Image 1,1,264,
103,,Surface,5,Image 1,1,265,
109.08,,Surface,5,Image 1,1,266,
100.008,,Surface,5,Image 1,1,267,
96.998,,Surface,5,Image 1,1,268,
100.96,,Surface,5,Image 1,1,269,
96.996,,Surface,5,Image 1,1,270,
101.034,,Surface,5,Image 1,1,271,
97.491,,Surface,5,Image 1,1,272,
100.988,,Surface,5,Image 1,1,273,
95,,Surface,5,Image 1,1,274,
101.042,,Surface,5,Image 1,1,275,
97.96,,Surface,5,Image 1,1,276,
114.52,,Surface,5,Image 1,1,277,
103.016,,Surface,5,Image 1,1,278,
103.504,,Surface,5,Image 1,1,279,
99,,Surface,5,Image 1,1,280,
98.054,,Surface,5,Image 1,1,281,
96.038,,Surface,5,Image 1,1,282,
106.992,,Surface,5,Image 1,1,283,
99.976,,Surface,5,Image 1,1,284,
100.046,,Surface,5,Image 1,1,285,
98.98,,Surface,5,Image 1,1,286,
100.024,,Surface,5,Image 1,1,287,
100.016,,Surface,5,Image 1,1,288,
103.492,,Surface,5,Image 1,1,289,
105.958,,Surface,5,Image 1,1,290,
108.5,,Surface,5,Image 1,1,291,
98.014,,Surface,5,Image 1,1,292,
98.008,,Surface,5,Image 1,1,293,
102.01,,Surface,5,Image 1,1,294,
109.996,,Surface,5,Image 1,1,295,
101.504,,Surface,5,Image 1,1,296,
99.976,,Surface,5,Image 1,1,297,
92,,Surface,5,Image 1,1,298,
94.014,,Surface,5,Image 1,1,299,
95.044,,Surface,5,Image 1,1,300,
96.048,,Surface,5,Image 1,1,301,
92.504,,Surface,5,Image 1,1,302,
99.952,,Surface,5,Image 1,1,303,
106.025,,Surface,5,Image 1,1,304,
116.024,,Surface,5,Image 1,1,305,
105.976,,Surface,5,Image 1,1,306,
107.984,,Surface,5,Image 1,1,307,
98.008,,Surface,5,Image 1,1,308,
97.016,,Surface,5,Image 1,1,309,
96.004,,Surface,5,Image 1,1,310,
98.032,,Surface,5,Image 1,1,311,
103.014,,Surface,5,Image 1,1,312,
108.524,,Surface,5,Image 1,1,313,
114.016,,Surface,5,Image 1,1,314,
109.008,,Surface,5,Image 1,1,315,
112.008,,Surface,5,Image 1,1,316,
110.52,,Surface,5,Image 1,1,317,
101.07,,Surface,5,Image 1,1,318,
101.96,,Surface,5,Image 1,1,319,
95.008,,Surface,5,Image 1,1,320,
103.51,,Surface,5,Image 1,1,321,
104.978,,Surface,5,Image 1,1,322,
113.968,,Surface,5,Image 1,1,323,
103.985,,Surface,5,Image 1,1,324,
100.52,,Surface,5,Image 1,1,325,
107.5,,Surface,5,Image 1,1,326,
100.048,,Surface,5,Image 1,1,327,
103.972,,Surface,5,Image 1,1,328,
107.04,,Surface,5,Image 1,1,329,
104.016,,Surface,5,Image 1,1,330,
99,,Surface,5,Image 1,1,331,
107.492,,Surface,5,Image 1,1,332,
98.028,,Surface,5,Image 1,1,333,
97,,Surface,5,Image 1,1,334,
94.968,,Surface,5,Image 1,1,335,
101.04,,Surface,5,Image 1,1,336,
107.498,,Surface,5,Image 1,1,337,
99.008,,Surface,5,Image 1,1,338,
102.06,,Surface,5,Image 1,1,339,
104.52,,Surface,5,Image 1,1,340,
97.512,,Surface,5,Image 1,1,341,
119.504,,Surface,5,Image 1,1,342,
96.978,,Surface,5,Image 1,1,343,
100.99,,Surface,5,Image 1,1,344,
105.504,,Surface,5,Image 1,1,345,
112.016,,Surface,5,Image 1,1,346,
103.49,,Surface,5,Image 1,1,347,
98.984,,Surface,5,Image 1,1,348,
105.04,,Surface,5,Image 1,1,349,
97.528,,Surface,5,Image 1,1,350,
114.952,,Surface,5,Image 1,1,351,
106.504,,Surface,5,Image 1,1,352,
109.048,,Surface,5,Image 1,1,353,
117.028,,Surface,5,Image 1,1,354,
102.992,,Surface,5,Image 1,1,355,
107.504,,Surface,5,Image 1,1,356,
102.508,,Surface,5,Image 1,1,357,
103.008,,Surface,5,Image 1,1,358,
105,,Surface,5,Image 1,1,359,
103.994,,Surface,5,Image 1,1,360,
106.986,,Surface,5,Image 1,1,361,
102.996,,Surface,5,Image 1,1,362,
106.94,,Surface,5,Image 1,1,363,
108.04,,Surface,5,Image 1,1,364,
96.978,,Surface,5,Image 1,1,365,
104.98,,Surface,5,Image 1,1,366,
109.012,,Surface,5,Image 1,1,367,
101.014,,Surface,5,Image 1,1,368,
108.444,,Surface,5,Image 1,1,369,
100.976,,Surface,5,Image 1,1,370,
99.992,,Surface,5,Image 1,1,371,
112.016,,Surface,5,Image 1,1,372,
100.072,,Surface,5,Image 1,1,373,
95.976,,Surface,5,Image 1,1,374,
101.988,,Surface,5,Image 1,1,375,
97.024,,Surface,5,Image 1,1,376,
111.056,,Surface,5,Image 1,1,377,
110.498,,Surface,5,Image 1,1,378,
112.98,,Surface,5,Image 1,1,379,
95.992,,Surface,5,Image 1,1,380,
107.068,,Surface,5,Image 1,1,381,
100.038,,Surface,5,Image 1,1,382,
105.078,,Surface,5,Image 1,1,383,
108,,Surface,5,Image 1,1,384,
108.508,,Surface,5,Image 1,1,385,
103.99,,Surface,5,Image 1,1,386,
108.996,,Surface,5,Image 1,1,387,
113.996,,Surface,5,Image 1,1,388,
104.016,,Surface,5,Image 1,1,389,
105.976,,Surface,5,Image 1,1,390,
112.008,,Surface,5,Image 1,1,391,
106.04,,Surface,5,Image 1,1,392,
109.024,,Surface,5,Image 1,1,393,
107.04,,Surface,5,Image 1,1,394,
122.496,,Surface,5,Image 1,1,395,
113.012,,Surface,5,Image 1,1,396,
111.968,,Surface,5,Image 1,1,397,
131.504,,Surface,5,Image 1,1,398,
109.008,,Surface,5,Image 1,1,399,
116.488,,Surface,5,Image 1,1,400,
114.98,,Surface,5,Image 1,1,401,
108.002,,Surface,5,Image 1,1,402,
117.056,,Surface,5,Image 1,1,403,
121.024,,Surface,5,Image 1,1,404,
111.01,,Surface,5,Image 1,1,405,
111,,Surface,5,Image 1,1,406,
115.5,,Surface,5,Image 1,1,407,
105.032,,Surface,5,Image 1,1,408,
109,,Surface,5,Image 1,1,409,
107.016,,Surface,5,Image 1,1,410,
123.952,,Surface,5,Image 1,1,411,
100.04,,Surface,5,Image 1,1,412,
101.544,,Surface,5,Image 1,1,413,
105.968,,Surface,5,Image 1,1,414,
98.988,,Surface,5,Image 1,1,415,
105,,Surface,5,Image 1,1,416,
102.976,,Surface,5,Image 1,1,417,
102,,Surface,5,Image 1,1,418,
99.006,,Surface,5,Image 1,1,419,
108.035,,Surface,5,Image 1,1,420,
101.968,,Surface,5,Image 1,1,421,
100.992,,Surface,5,Image 1,1,422,
101,,Surface,5,Image 1,1,423,
102.492,,Surface,5,Image 1,1,424,
97.968,,Surface,5,Image 1,1,425,
104,,Surface,5,Image 1,1,426,
101.99,,Surface,5,Image 1,1,427,
