
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
40,,Surface,2,Image 1,1,377,
32,,Surface,2,Image 1,1,378,
26,,Surface,2,Image 1,1,379,
22,,Surface,2,Image 1,1,380,
25,,Surface,2,Image 1,1,381,
0,,Surface,2,Image 1,1,382,
80,,Surface,2,Image 1,1,383,
113,,Surface,2,Image 1,1,384,
102,,Surface,2,Image 1,1,385,
11,,Surface,2,Image 1,1,386,
41,,Surface,2,Image 1,1,387,
22,,Surface,2,Image 1,1,388,
26,,Surface,2,Image 1,1,389,
35,,Surface,2,Image 1,1,390,
25,,Surface,2,Image 1,1,391,
44,,Surface,2,Image 1,1,392,
23,,Surface,2,Image 1,1,393,
18,,Surface,2,Image 1,1,394,
21,,Surface,2,Image 1,1,395,
42,,Surface,2,Image 1,1,396,
18,,Surface,2,Image 1,1,397,
63,,Surface,2,Image 1,1,398,
23,,Surface,2,Image 1,1,399,
39,,Surface,2,Image 1,1,400,
119,,Surface,2,Image 1,1,401,
48,,Surface,2,Image 1,1,402,
62,,Surface,2,Image 1,1,403,
76,,Surface,2,Image 1,1,404,
97,,Surface,2,Image 1,1,405,
81,,Surface,2,Image 1,1,406,
23,,Surface,2,Image 1,1,407,
66,,Surface,2,Image 1,1,408,
81,,Surface,2,Image 1,1,409,
28,,Surface,2,Image 1,1,410,
3,,Surface,2,Image 1,1,411,
18,,Surface,2,Image 1,1,412,
27,,Surface,2,Image 1,1,413,
23,,Surface,2,Image 1,1,414,
23,,Surface,2,Image 1,1,415,
53,,Surface,2,Image 1,1,416,
83,,Surface,2,Image 1,1,417,
18,,Surface,2,Image 1,1,418,
22,,Surface,2,Image 1,1,419,
20,,Surface,2,Image 1,1,420,
52,,Surface,2,Image 1,1,421,
35,,Surface,2,Image 1,1,422,
7,,Surface,2,Image 1,1,423,
126,,Surface,2,Image 1,1,424,
39,,Surface,2,Image 1,1,425,
43,,Surface,2,Image 1,1,426,
44,,Surface,2,Image 1,1,427,
